"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"CATOOSA COUNTY","GA","Ringgold","2017","Fall","Yes","K-12 (iPads K-2; Chromebooks 3-12)","Mixed (iPad/Chromebook)","Let's Get CONNECTed initiative; ESPLOST V referendum passed March 2016; iPads for K-2 + Chromebooks for gr3-8 in-school; HS (gr9-12) Chromebooks distributed fall 2017 take-home; 2014-15 cohort committee formed and products piloted","https://www.catoosa.k12.ga.us/departments/technology/let_s_get_c_o_n_n_e_c_ted","https://cdnsm5-ss10.sharpschool.com/UserFiles/Servers/Server_19208394/File/Let's%20Get%20Connected.pdf","815","811","1","0","1300930"
"GEORGETOWN ISD","TX","Georgetown","2020","Fall","Yes","Grades 2-12 (2020-21); full K-12 by 2021-22","Chromebook","COVID-era rollout; Mar 2020 families could check out Chromebook in case of extended closure; 2020-21 SY: gr2-12 issued Chromebooks at middle school pickup points; hotspots also provided; 2021-22 continued with reissued Chromebooks; prior to 2020 was NOT 1:1","https://communityimpact.com/austin/georgetown/education/2020/08/19/georgetown-isd-what-to-expect-in-the-first-few-days-of-remote-learning/","https://www.georgetownisd.org/Page/22766","816","810","1","0","4820600"
"CRANSTON","RI","Cranston","2020 (by)","","Yes (likely)","Not specified","Chromebook","Upper bound; Cranston district has student device insurance program active since 2021-22 SY indicating 1:1 devices by that point; COVID-era deployment likely 2020; no firm earlier year found","https://www.cpsed.net/resources/student-device-insurance","","817","809","1","0","4400240"
"PITTSBURG UNIFIED","CA","Pittsburg","2020 (by)","","Yes (likely)","K-12","Chromebook","District has 1:1 Chromebook program; PUSD Chromebook handbook confirms district-wide program; COVID-era California device distribution likely drove 1:1; no firm pre-2020 district-wide launch date found; upper bound","https://pittsburgusd.net/Departments/Student-Services/Educational-Technology/index.html","https://d16k74nzx9emoe.cloudfront.net/9cd12e4b-109c-4ce0-a550-48e9e2e0a52e.pdf","818","809","1","0","0630600"
"SOUTH SAN ANTONIO ISD","TX","San Antonio","2020","April","Yes (likely)","K-12","Chromebook","Apr 2020 district considering purchasing 15K-30K Chromebooks for families without devices; San Antonio Report confirmed COVID-era pivot to Google Classroom + Chromebooks; instructional technology blog (southsanitech.weebly) active with Chromebook resources; COVID-era 1:1","https://sanantonioreport.org/google-classroom-and-chromebooks-san-antonio-school-districts-ready-distance-learning-plans/","https://southsanitech.weebly.com/home/category/chromebooks","819","808","1","0","4840680"
"SAN FELIPE-DEL RIO CISD","TX","Del Rio","2020 (by)","","Yes (likely)","Not specified","Chromebook","District has instructional technology department and 1:1 initiative confirmed; Office of Innovation active; no firm launch year found in web search; upper bound","https://www.sfdr-cisd.org/departments/curriculum-and-instruction/instructional-technology/","https://www.sfdr-cisd.org/departments/technology/","820","808","1","0","4838900"
"SULLIVAN COUNTY","TN","Blountville","2020 (by)","","Yes (likely)","Not specified","Chromebook","Sullivan County Schools confirmed active; no dated 1:1 launch article found; district serves 10,000+ students across 23 schools; COVID-era distribution likely; upper bound only","https://www.sullivank12.net/","","821","808","1","0","4703990"
"NEW BRITAIN SCHOOL DISTRICT","CT","New Britain","2020","","Yes","K-12","Chromebook","Connecticut Everybody Learns Initiative (Gov. Lamont, fall 2020): $43.5M state program distributed ~140K devices statewide via district requests; Consolidated School District of New Britain (CSDNB) received Chromebooks; student device insurance program began 2021-22 SY; COVID-era 1:1","https://portal.ct.gov/sde/press-room/press-releases/2020/governor-lamont-announces-the-everybody-learns-initiative","https://www.csdnb.org/resources/student-device-insurance","822","808","1","0","0902670"
"BELLINGHAM SCHOOL DISTRICT","WA","Bellingham","2017","August","Yes (phased)","Grades 3-12 phased 2017-2021; K-2 not 1:1","Chromebook","2017 Technology Levy funded 4-year 1:1 rollout; Aug 2017 first student devices at Kulshan MS + Squalicum/Options HS; 2017-18 added more MS/HS + first elem schools (Carl Cozier, Roosevelt gr3-5); full gr3-12 by 2020-21","https://bellinghamschools.org/news/bellingham-public-schools-technology-11-update/","https://bellinghamschools.org/2015/10/going-11-with-technology/","823","805","1","0","5300420"
"DARLINGTON 01","SC","Darlington","2020 (by)","","Yes","K-12","Chromebook","District provides 1:1 environment with personal learning device for every K-12 student; gr3-12 take-home; moving toward blended learning; Dyknow monitoring software used; no firm pre-2020 launch year found; upper bound","https://www.dcsdschools.org/","https://www.dyknow.com/blog/how-this-south-carolina-school-district-monitors-chromebooks-with-dyknow/","824","805","1","0","4501860"
"SULPHUR SPRINGS UNION","CA","Canyon Country","2017 (by)","","Yes (phased)","Grades 1-6","Chromebook","Aug 2017 news confirmed district continuing Chromebook initiative for gr1-6 into 2017-18 SY; LCAP-driven technology integration; district serves K-6; upper bound 2017 (program was ongoing that year, may have started earlier)","https://signalscv.com/2017/08/scv-school-districts-share-news-upcoming-school-year/","https://www.sssd.k12.ca.us/technology-services-department","825","804","1","0","0638220"
"Central Kitsap School District","WA","Silverdale","2020 (by)","","Yes","6-12","Chromebook","upper bound; district had existing Chromebook checkout for grades 6-12 before COVID; spring 2020 distributed ~1,000 Chromebooks for remote learning; 5,900-device refresh order already underway suggests established program","https://www.ckschools.org/academics/classroom_tech/chromebooks","","826","803","1","0","5301080"
"Appoquinimink School District","DE","Odessa","","","Yes (phased)","6-12 first; K-5 via 2024 referendum","Mixed (iPad/laptop)","1:1 technology district; elementary students use iPads; 6-12 covered by earlier referendum; 2024 referendum extended to K-5; exact launch year not documented in web sources","https://www.apposchooldistrict.com/apps/pages/index.jsp?uREC_ID=250106&type=d","https://www.apposchooldistrict.com/apps/pages/index.jsp?uREC_ID=599125&type=d","827","802","1","0","1000080"
"Tuscaloosa City","AL","Tuscaloosa","2020","July","Yes","6-12","Chromebook","July 2020 board approved purchase of 2,200 Chromebooks for $750,000 to achieve 1:1 for grades 6-12; earlier article 'A Chromebook for every student by 2019' suggests phased goal; COVID-era completion of initiative","https://www.wbrc.com/2020/07/10/tuscaloosa-city-school-board-approves-buying-chrome-books/","https://eyeofthetigernews.com/10777","828","800","1","0","0103360"
"Hamblen County","TN","Morristown","","","Yes (likely)","K-12","Laptop","district has 1:1 digital learning page and K-8 student laptop tips page; device tips for laptops at K-8 level; no firm launch year found in web sources","https://www.hcboe.net/students/hcdoe-1-1-digital-learning","https://www.hcboe.net/k8studenttipsforlaptops","829","799","1","0","4700001"
"Farmington Public School District","MI","Farmington","2020 (by)","","Yes","3-12","Chromebook","upper bound; district transitioned from cart-based to take-home 1:1 model for grades 3-12; FHS student newspaper (The Falconer) covered device distribution to freshmen-juniors; exact launch year not confirmed","https://fhsfalconer.com/news/fhs-implements-1-to-1-device-initiative/6120","https://www.farmington.k12.mi.us/departments/technology-services","830","799","1","0","2614070"
"Idaho Falls District","ID","Idaho Falls","2020 (by)","","Yes","K-12","Mixed (Chromebook/laptop)","upper bound; district has 1:1 K-12 program with Chromebooks for K-8 and laptop or Chromebook for HS based on course needs; no firm launch year found in web sources","https://www.ifschools.org/departments/technology-department/1-1-technology-guidelines","https://id50010859.schoolwires.net/Page/118","831","799","1","0","1601530"
"Oconee 01","SC","Walhalla","2019","","Yes (phased)","K-12 (phased)","Chromebook","2019-20 school year: grades 4-12 take-home Chromebook; grades 2-3 school-use Chromebook; K-1 had 12 devices per classroom; part of district digital transformation plan led by CTO Josh Shepard","https://supplychainstrategy.media/blog/executiveinsights/school-district-of-oconee-county-a-lesson-in-digital-transformation/","https://www.sdoc.org/technology-home","832","798","1","0","4503060"
"Fargo 1","ND","Fargo","2012","","Yes (phased)","Started HS sophomores 2012; full PK-12 by 2020-21","Mixed (laptop)","device deployment began 2012 with high school sophomores receiving personal learning devices; phased expansion over subsequent years; full PK-12 coverage by 2020-21 school year; district website confirms 2012 start","https://www.fargo.k12.nd.us/programs/one-to-one-technology-initiative/overview","https://www.fargo.k12.nd.us/domain/111","833","798","1","0","3806780"
"Cherry Hill Public Schools","NJ","Cherry Hill","2020 (by)","","Yes","K-12","Chromebook","upper bound; 2020 COVID response distributed 2,000 Chromebooks to students; devices sent home with students for remote/hybrid learning; CARES Act $700K spent on technology upgrades; pre-existing device program unclear","https://patch.com/new-jersey/cherryhill/remote-learning-offered-shift-teaching-cherry-hill-super","https://www.chclc.org/departments/new-public-information/we-return-to-learn","834","796","1","0","3403000"
"Cabot School District","AR","Cabot","2020 (by)","","Yes","K-12","Chromebook","upper bound; Cabot Public Schools has 1,300 iPads and 16,850 Chromebooks; Cabot Panther Digital Academy (CPDA) established 2020-21 SY for digital learning; COVID-era documentation is earliest firm evidence","https://www.cabotschools.org/roadmap-to-reopening/cabot-panther-digital-academy","","835","794","1","0","0503750"
"Fairfield School District","CT","Fairfield","2020 (by)","","Yes","3-12","Mixed (Chromebook/laptop)","upper bound; grades 3-12 1:1 program with Chromebooks and laptops; October 2019 BOE draft meeting minutes referenced as source; $30/$50 annual insurance fee; no firm launch year confirmed","https://www.fairfieldschools.org/departments/information-technology/chromebook-policy","https://boe.fairfieldschools.org/content/uploads/2019/10/10-22-2019-DRAFT-BoE-Regular-Meetingjg.pdf","836","793","1","0","0901530"
"Harrison County Schools","WV","Clarksburg","","","Yes (likely)","K-12","Chromebook","district has technology work order system and ClassLink SSO suggesting device program; $4.9M Emergency Connectivity Fund 2022 for broadband; no firm launch year or 1:1 program confirmation found in web sources","https://www.harcoboe.net/","https://www.wdtv.com/2022/06/16/nearly-5-million-announced-expand-broadband-access-harrison-co-students/","837","792","1","0","5400510"
"Burleson ISD","TX","Burleson","2016","","Yes","PK-12","Chromebook","1:You program launched 2016-17 school year; every student grades PK-12 issued a Chromebook; started with a grant and pilot at two elementary schools; district website confirms 2016-17 as first year","https://www.burlesonisd.net/departments/technology/bisd-1you","https://skyward.com/reviews/case-studies/1-1-environment","838","792","1","0","4812180"
"East Orange School District","NJ","East Orange","2018 (by)","","Partial","K-12","Chromebook","upper bound; April 2016 Future Ready Schools decision; by 2018 district had moved to 2:1 ratio with goal of full 1:1 in 3 years (c.2021); over 2,500 Chromebooks in classrooms as of 2018; not yet full 1:1 by 2018","https://news.njit.edu/one-year-east-orange-shines-future-ready-exemplar-digital-learning","https://www.eastorange.k12.nj.us/Technology","839","792","1","0","3404230"
"Vail Unified District","AZ","Vail","2021 (by)","","Yes (phased)","9-12 (phased)","Chromebook","upper bound; freshmen and sophomores issued school Chromebook; district phasing out BYOD option; students who had own devices 2022-23 could continue through graduation; no firm launch year found","https://www.vailschooldistrict.org/o/chs/article/1167106","https://mmhs.vailschooldistrict.org/o/mmhs/article/1167108","840","792","1","0","0408850"
"Williamsburg-James City Pblc Schs","VA","Williamsburg","2014 (by)","","Yes (phased)","MS and HS innovation programs first","Laptop","upper bound; 2019 article mentions 4-year refresh cycle that 'started approximately five years ago' (c.2014-15); 1:1 for middle school and HS innovation programs (Pathways LINC5 Concourse 9); recognized Top Ten Digital School Districts 2017; pre-pandemic program","https://wydaily.com/news/local/2019/07/11/wjcc-students-to-get-2000-more-laptops-next-school-year-heres-why/","https://wjccschools.org/academics/11-laptop-program/","841","791","1","0","5104020"
"New Rochelle City School District","NY","New Rochelle","2016 (by)","","Yes (likely)","K-12","Chromebook","upper bound; 2016 Smart Schools Investment Plan approved purchase of 4,298 Dell Chromebooks for all classrooms plus 1,114 for non-public schools; SSBA-funded infrastructure upgrade to support 1:1; no firm rollout completion year","https://www.nysed.gov/sites/default/files/programs/smart-schools/new-rochelle-sd-ssip-08-30-16.pdf","https://www.nred.org/page/techdepartment","842","790","1","0","3620490"
"Lakeville Public School District","MN","Lakeville","2020 (by)","","Yes","K-12","iPad","upper bound; Empowering Learning Educational Technology Plan approved by BOE; 7th generation iPad for every student district-wide; 15,000+ district iPads in use; COVID-pandemic context mentioned for individual device assignment; no firm pre-COVID launch year","https://www.isd194.org/ipads","","843","789","1","0","2717780"
"Hamilton City","OH","Hamilton","2016","","Yes (phased)","MS and grade 9 first","Mixed (Chromebook/tablet)","2016-17 school year: 2,428 Chromebooks ($495K) and 500 Android tablets ($153K) approved by board; goal to put device in hands of every MS student and freshman; ~60 tablets per elementary school for K; phased toward full 1:1","https://www.wcpo.com/news/insider/putting-the-future-in-students-hands-hamilton-school-district-buys-3k-laptops-tablets","","844","788","1","0","3904410"
"Wilkes County Schools","NC","Wilkesboro","2020 (by)","","Yes","K-12","Chromebook","upper bound; all students K-12 have 1:1 laptop/Chromebook; COVID-era federal aid drove expansion; NC statewide: before pandemic only 16 districts had 1:1 now all do; Wilkes was among post-2020 adopters; no pre-pandemic evidence found","https://www.wilkescountyschools.org/apps/pages/index.jsp?uREC_ID=428275&type=d&pREC_ID=948535","https://www.wunc.org/2026-01-07/most-nc-school-districts-cant-afford-to-update-student-devices","845","788","1","0","3704950"
"Coeur D'Alene District","ID","Coeur d'Alene","2013 (by)","","Yes (phased)","HS first (9-12) then full K-12","Chromebook","upper bound; 2013 Idaho Students Come First laptop initiative selected Coeur d'Alene among 32 districts for HS laptop rollout starting 2013; by April 2020 district had 1 Chromebook per student and had hosted multiple pickup days; established 1:1 pre-COVID","https://www.spokesman.com/stories/2020/apr/01/learning-goes-online-coeur-dalene-school-district-/","https://www.washingtonexaminer.com/news/2203688/apnewsbreak-32-districts-make-student-laptop-list/","846","788","1","0","1600780"
"Augusta Co Pblc Schs","VA","Fishersville","2020 (by)","","Yes","K-12","Chromebook","upper bound; district has 1:1 Digital Initiative page and Device Information page; Chromebooks used district-wide; no firm launch year found in web sources; upper bound set by existence of established program by early 2020s","https://www.augusta.k12.va.us/page/11-digital-initiative","https://www.augusta.k12.va.us/o/acps/page/device-information","847","787","1","0","5100300"
"Palos Verdes Peninsula Unified","CA","Palos Verdes Estates","2020 (by)","","Yes","K-12","Chromebook","upper bound; Tech Equity 1:1 Take Home Program page exists on district site; March 2020 students without home device could sign out Chromebook at main office; district has established 1:1 take-home program; no pre-2020 launch date found","https://www.pvpusd.net/Page/6893","https://pvhs.pvpusd.net/apps/news/article/1182826","848","787","1","0","0629700"
"Spartanburg 06","SC","Roebuck","2020 (by)","","Yes","5-12 (Chromebook/laptop); lower grades varied","Mixed (Chromebook/laptop)","upper bound; grades 5-12 receive Chromebook; lower grades receive Chromebook or Dell laptop; district has 1:1 Log into Learning Student and Parent Technology Handbook; no firm launch year found in web sources","https://www.spart6.org/apps/pages/index.jsp?uREC_ID=991406&type=d&pREC_ID=1307137","https://www.spart6.org/","849","786","1","0","4503630"
"Canton City","OH","Canton","2020 (by)","","Yes","K-12","iPad","upper bound; district implemented 1:1 model where every student received an iPad; Frontline case study references device tracking at pandemic onset suggesting 1:1 existed or was formalized at COVID start; no pre-2020 firm year found","https://www.frontlineeducation.com/case-studies/canton-city-school-district/","https://www.ccsdistrict.org/","850","786","1","0","3904371"
"Marysville Joint Unified","CA","Marysville","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; COVID-era Chromebook distribution to all students; Marysville High checked out Chromebooks during March 2020 school closure; no pre-pandemic 1:1 evidence found","https://marysville.mjusd.com/ParentsGuardians/Chromebook-Contracts/index.html","https://edsource.org/2021/map-california-chromebook-distribution-during-covid-19/653297","851","785","1","0","0624090"
"Kershaw 01","SC","Camden","2004","","Yes (phased)","HS (2004); 3-12 by ~2018","Laptop","i-CAN initiative 2004; first SC district to give wireless personal computing devices to all HS students; $8M program; by 2018-19 all 20 schools wireless with grades 3-12 reported as 1:1","https://en.wikipedia.org/wiki/Kershaw_County_School_District","https://www.kcsdschools.net/dept/edtech/student-resources/chromebooks","852","784","1","0","4502550"
"Waterloo Comm School District","IA","Waterloo","2016","Fall","Yes (phased)","6-12 (2016-18); 1-5 added later","Chromebook","Fall 2016: one Chromebook per 6th-grader at four middle schools; expanded to 7th grade fall 2017; eventually grades 6-12; later added grades 1-5 with CARES funding","https://wcfcourier.com/news/local/education/waterloo-schools-to-issue-chromebooks-in-grades-6-9/article_d74a4e5d-1e62-5053-892a-4a22b4e16510.html","https://www.kwwl.com/news/waterloo-schools-to-purchase-chromebooks-for-every-student-in-grades-1-5/article_87a8ec90-e6c5-5e30-86ee-c7e0ff1a560e.html","853","784","1","0","1930480"
"West Hartford School District","CT","West Hartford","","","Partial","Not specified","Chromebook","District operates BYOD policy and loaner Chromebook program; no evidence of district-issued 1:1 program; as of 2026 capital plan proposes $1M+ for Chromebooks and IT infrastructure upgrade","https://www.whps.org/offices-and-programs/information-technology-services/bring-your-own-device-byod","https://we-ha.com/letter-a-win-win-situation-for-our-students-our-schools-and-our-budget/","854","784","1","0","0904920"
"Encinitas Union Elementary","CA","Encinitas","2012","Fall","Yes (phased)","3-6 (2012); K-6 by 2013-14","iPad","Fall 2012: iPads for grades 3-6 (1:1); fall 2013 expanded to K-2; by 2015 every K-6 student had an iPad (5,400 total); district is a well-known early Apple 1:1 adopter","https://thecoastnews.com/encinitas-school-district-rolling-out-ipads-for-k-2/","https://dailycaller.com/2015/02/14/guess-what-americas-second-grade-boys-are-using-their-school-issued-ipads-for/","855","784","1","0","0612750"
"Rio Grande City CISD","TX","Rio Grande City","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district website references 'Student Device Care & Maintenance' and G-Suite; 2021 TEA report notes hotspots and laptops provided to families; no earlier launch date documented","https://www.rgccisd.org/index.php?pageID=348609_3","https://tea.texas.gov/academics/special-student-populations/review-and-support/rio-grande-cisd-214901-2021.pdf","856","783","1","0","4837140"
"Laurel County","KY","London","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; September 2020 report noted district providing one Chromebook per family during COVID-19 NTI; no pre-pandemic 1:1 evidence found","https://www.whas11.com/article/news/education/kentucky-louisville-schools-nti-internet-problems-digital-divide/417-d7920132-d653-4eda-bb55-4d5130f59629","https://www.laurel.kyschools.us/page/technology","857","782","1","0","2103210"
"Woodland Joint Unified","CA","Woodland","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district has dedicated Chromebook support page; COVID-19 distance learning began April 2020; no earlier district-wide 1:1 evidence found","https://www.wjusd.org/Families/Digital-Tools-Support/Chromebooks/","https://www.wjusd.org/Departments/Educational-Services/Distance-Learning--School-Closure-Information/Technology/","858","782","1","0","0643080"
"Azusa Unified","CA","Azusa","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; Azusa High School has a Chromebook agreement policy page; COVID-era device distribution evident; no pre-2020 1:1 announcement found","https://ahs.azusa.org/parents/technology-information","https://www.azusa.org/domain/541","859","781","1","0","0603600"
"Duluth Public School District","MN","Duluth","2021 (by)","","Yes","2-12","Chromebook","Upper bound; Blended Learning 1:1 Agreement forms confirmed for 2021-22 school year; district issues Chromebooks to grades 2-12 for in-school and at-home use; COVID funds accelerated program","https://form.jotform.com/211364373038048","https://www.isd709.org/academics/digital-innovation","860","780","1","0","2711040"
"Great Falls Elem","MT","Great Falls","2022 (by)","","Yes (phased)","7-12 (elem unclear)","Chromebook","Upper bound; GFPS reported August 2023 that grades 7-12 now have dedicated Chromebooks; program facilitated with COVID funds; elementary (K-6) portion under Great Falls Elem District unclear—separate NCES unit","https://www.krtv.com/news/great-falls-news/gfps-offers-chromebooks-to-all-students-in-grades-7-to-12","https://theelectricgf.com/2022/12/06/gfps-discusses-progress-needs-in-technology/","861","779","1","0","3013040"
"Dubuque Comm School District","IA","Dubuque","2017","Fall","Yes (phased)","9 (2017); 6-12 by ~2020","Laptop","Anytime Anywhere Learning (AAL) Initiative; fall 2017 every 9th-grader received laptop; expanded through high school ($1.55M); program grew to grades 6-12","https://www.dbqschools.org/district/curriculum/anytime-anywhere-learning/","https://www.kcrg.com/content/news/Dubuque-School-District-reflects-on-high-school-students-screen-access-with-11-laptop-program-510398021.html","862","779","1","0","1909480"
"Smithtown Central School District","NY","Smithtown","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district uses district-managed Chromebooks with ClassLink; no dated source for pre-pandemic 1:1 rollout found","https://www.smithtown.k12.ny.us/Departments/InstructionalTechnology/District-Devices","https://www.smithtown.k12.ny.us/Departments/InstructionalTechnology","863","778","1","0","3627060"
"San Jacinto Unified","CA","San Jacinto","2020","August","Yes","TK-12","Chromebook","COVID-era rollout; all TK-12 students issued Chromebooks at start of 2020-21 SY (August 2020); returning students had devices from March 2020 closure","https://www.sanjacinto.k12.ca.us/apps/pages/distancelearning","https://www.sanjacinto.k12.ca.us/apps/pages/index.jsp?uREC_ID=1693736&type=d&pREC_ID=1877361","864","778","1","0","0634440"
"Union City School District","NJ","Union City","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; district has device distribution policy page; technology history dates to 1993 Project Explore but Chromebook 1:1 rollout date not documented; COVID-era distribution likely","https://www.ucboe.us/apps/pages/tech_devices_to_pupils","https://www.ucboe.us/apps/pages/technology","865","776","1","0","3416380"
"Papillion-La Vista Public Schs","NE","Papillion","2021","","Yes (phased)","7-12","Chromebook","Ordered June 2020; arrived May 2021; nearly 7,000 laptops distributed to middle and high school students by end of 2020-21 SY; final round of students received devices September 2021; annual refresh cycle maintained","https://www.3newsnow.com/news/education/nearly-7-000-laptops-distributed-to-students-at-papillion-la-vista-community-schools","https://omaha.com/news/education/papillion-la-vista-plans-aug-11-start-but-buys-4-820-laptops-just-in-case/article_f5254671-d2d3-5570-9f4e-a33b0864d86b.html","866","776","1","0","3175270"
"Williamsville Central School District","NY","Williamsville","2019 (by)","","Yes (phased)","6-8 (1:1); HS loaner","Chromebook","Upper bound; middle school 1:1 Chromebook program with take-home devices; HS has loaner program; Smart Schools Bond Act funded network upgrades; exact launch year not found","https://www.williamsvillek12.org/departments/technology/11-mobile-learning","https://casey.williamsvillek12.org/parents-students/11-chromebook-program","867","775","1","0","3631470"
"Park Hill","MO","Kansas City","2019 (by)","","Yes","K-12","Mixed (iPad/laptop)","Upper bound; K-1 iPad; grades 2-12 laptop; program described as 1:1 K-12; 5th-12th grade take-home; ITS page copyright suggests pre-2020 launch; no firm dated announcement found","https://www.parkhill.k12.mo.us/families/tech-support-for-families","https://www.parkhill.k12.mo.us/students/technology","868","775","1","0","2923550"
"East Central ISD","TX","San Antonio","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; San Antonio area district used Google Classroom/Meet for COVID-era distance learning April 2020; technology reservation calendar for Chromebooks/iPads on district site; no pre-pandemic 1:1 evidence","https://www.ecisd.net/Page/4651","https://sanantonioreport.org/google-classroom-and-chromebooks-san-antonio-school-districts-ready-distance-learning-plans/","869","774","1","0","4817850"
"Shenendehowa Central School District","NY","Clifton Park","2019 (by)","","Yes","1-12","Chromebook","Upper bound; all grades 1-12 issued Chromebooks; grades 4-12 may take home; district describes 'extensive one-to-one learning environment for several years'; Smart Schools Bond Act network upgrades cited; no firm launch year found","https://sites.google.com/shenschools.org/instructionaltechnology/student-family/6-12/students-rights-and-responsibilities","https://p1232.nysed.gov/mgtserv/smart_schools/SHENENDEHOWA-CSD-Submission1-Amend2.pdf","870","774","1","0","3626670"
"Clifton Public Schools","NJ","Clifton","2020 (by)","","Yes (likely)","Not specified","Chromebook","Upper bound; district has 1:1 Chromebook program for students; high school media center Chromebook info page exists; COVID-era implementation likely; no pre-2020 launch date documented","https://www.clifton.k12.nj.us/Page/2910","https://www.clifton.k12.nj.us/","871","774","1","0","3403300"
"Christian County","KY","Hopkinsville","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; CCPS approved first Chromebook purchase (Lenovo) for new consolidated high school in 2026; technology AUP references student devices; COVID-era 1:1 likely but no clear launch date documented","https://www.christian.kyschools.us/christiancountystudentaup","https://www.kentuckynewera.com/news/local/article_f0033c9c-2016-5fcf-8174-6ee25ad44754.html","872","774","1","0","2101150"
"Hazleton Area SD","PA","Hazleton","2021 (by)","","Yes","K-12","Chromebook","Upper bound; district self-describes as one-to-one with each student receiving a Chromebook for school and home use; classrooms upgraded with Clear Touch Boards; Emergency Connectivity Fund purchase of 500 Chromebooks in July 2022; no earlier launch date found","https://businessviewmagazine.com/hazleton-area-school-district-hazle-township-pennsylvania/","https://www.govtech.com/education/k-12/hazleton-schools-to-provide-internet-for-1-000-students","873","773","1","0","4211700"
"Pawtucket","RI","Pawtucket","2016","","Yes (phased)","4-10 (2016-17)","Chromebook","By 2016-17 all grades 4-10 had own Chromebook; 4th grade added for 2016-17 expansion; program was ongoing before that year; professional development for blended learning accompanied rollout","http://www.valleybreeze.com/2016-08-23/pawtucket/new-supports-place-start-school-year","http://pawtucket1.schooldesk.net/Departments/Technology","874","772","1","0","4400840"
"Pickerington Local","OH","Pickerington","2017","Fall","Yes","5-12 Chromebook; K-4 iPad carts","Mixed (Chromebook/iPad)","Fall 2017 district-wide; $1.2M annual investment; largest district in Ohio to go 1:1 at the time; grades 5-12 each get Chromebook (take-home daily); K-4 have shared iPad carts in classrooms","https://www.pickerington.k12.oh.us/site/default.aspx?PageType=3&DomainID=25&ModuleInstanceID=215&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=64&PageID=150","https://www.cityscenecolumbus.com/communities/pickerington/chromebooks-ipads-and-virtual-reality-headsets-enhance-educa/","875","771","1","0","3904689"
"ACADIA PARISH","LA","Crowley","2020","","Yes","K-12","Mixed (Chromebook + tablet)","COVID-era 2020 distribution; district received ~4,000 devices (Chromebooks for older students + touchpads for younger) plus ~500 additional Chromebooks; funded via CARES Act; ~9,500 students; ~700 Dell laptops also distributed to teachers; prior to 2020 no 1:1 evidence found","https://www.theadvocate.com/acadiana/news/education/article_da8f2a32-cf5a-11ea-86d0-f7efa059fcab.html","https://www.acadia.k12.la.us/","876","771","1","0","2200030"
"MONONGALIA COUNTY SCHOOLS","WV","Morgantown","2016","November","Yes","Gr 3-12 (Chromebooks); lower grades phased","Chromebook","District purchased ~9,000 Chromebooks for all students gr 3+; distributed November 2016 (most schools after holiday break); ~$1.8M expenditure at <$200/device; Clay-Battelle HS had used Chromebooks ~3 years prior to district-wide rollout; funded by excess levy dollars","https://www.wvpublic.org/education/2016-08-19/with-broadband-still-lacking-monongalia-county-schools-to-issue-chromebooks-to-students","https://www.dominionpost.com/2021/06/24/chromebook-camp-popular-with-mon-teachers/","877","769","1","0","5400930"
"LEE COUNTY SCHOOLS","NC","Sanford","2020 (by)","","Yes","Not specified","Chromebook","Upper bound; district Chromebook page exists with support info; NC statewide federal pandemic funding drove 1:1 expansion; no pre-2020 firm rollout year found for Lee County specifically; likely COVID-era full 1:1 deployment","https://www.leeschools.net/parent_portal/chromebook","","878","769","1","0","3702560"
"FLOYD COUNTY","GA","Rome","2018","","Yes (phased)","Gr 3-12 take-home; PreK-2 classroom sets","Chromebook","District began buying Chromebooks May 2012; by Apr 2015 had ~95 devices; by Nov 2015 ~2,000 Chromebooks; completed 1:1 ratio ~2018-19 via Governor's Office of Student Achievement grants ($466,650 in Jan 2018 + $520,175 in prior rounds); 1:1 completed for all gr3-12 with grant completion; PreK-2 remain classroom sets","http://www.northwestgeorgianews.com/rome/news/education/floyd-county-school-officials-hope-to-have-chromebooks-for-every/article_c3f434dc-d9c6-11e4-bb16-9f2be05bdcd9.html","https://weisradio.com/2015/11/01/floyd-county-schools-looking-to-acquire-chromebooks-for-students/","879","769","1","0","1302190"
"LAS VIRGENES UNIFIED","CA","Calabasas","2020 (by)","","Yes","Gr 3-11","Mixed (Chromebook + iPad)","Upper bound; Forward Learning 1:1 Technology Program covers all students gr 3-11 with personal laptop for school and home; program page confirmed on district site but no firm launch year found in web sources; 2020 upper bound based on current confirmed 1:1 program evidence","https://www.lvusd.org/about-us/forward-learning","https://sites.google.com/lvusd.org/forward-learning","880","769","1","0","0621000"
