"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"BRAXTON COUNTY SCHOOLS","WV","Sutton","","","Y","","Laptop","all students in Braxton County are provided a laptop per district website; specific type not confirmed","https://boe.brax.k12.wv.us/","","4375","155","1","0","5400120"
"BULLARD ISD","TX","Bullard","","","Y","7-12","Chromebook","every grade 7-12 student assigned a Chromebook for classroom and home use per district technology page","https://www.bullardisd.net/departments/technology/t2e2","","4376","155","1","0","4812060"
"AUBREY ISD","TX","Aubrey","","","","","","no specific 1:1 program details found online for Aubrey ISD","https://www.aubreyisd.net/","","4377","155","1","0","4808910"
"HERMITAGE SD","PA","Hermitage","","","Y","2-12","Chromebook","1:1 Chromebook program for grades 2-12; high school students take devices home; annual $50 tech fee for grades 8-12","https://hermitagesd.net/11-frequently-asked-questions/","","4378","155","1","0","4211820"
"GENERAL MCLANE SD","PA","Edinboro","2019","","Y","K-12","iPad","school board approved 1:1 iPad initiative in 2019 for grades 3-12; expanded to K-2 in 2020","https://www.generalmclane.net/information-technology/","","4379","155","1","0","4210650"
"HARRAH","OK","Harrah","","","","","","no specific 1:1 device program details found online for Harrah Public Schools","https://www.harrahschools.com/","","4380","155","1","0","4013890"
"RIVER VIEW LOCAL","OH","Warsaw","","","Y","","Chromebook","district has Chromebook rules and student resources indicating Chromebook use; 1:1 details not confirmed","https://www.rvbears.org/","","4381","155","1","0","3904648"
"HOMER CENTRAL SCHOOL DISTRICT","NY","Homer","","","Y","","Chromebook","district has Chromebook Handbook per technology page indicating Chromebook student device program","https://www.homercentral.org/site/Default.aspx?PageID=34","","4382","155","1","0","3614640"
"LACONIA SCHOOL DISTRICT","NH","Laconia","","","Y","PreK-1","iPad","district issues iPads to students in grades PreK through 1st grade; full K-12 scope not confirmed","https://laconiait.weebly.com/ipad-resources.html","","4383","155","1","0","3304140"
"NORRIS SCHOOL DIST 160","NE","Firth","","","Y","6-12","Chromebook","1:1 Chromebook take-home for grades 6-12; cart-based Chromebooks for K-5; Google Reference District","https://www.norris160.org/district/about-norris-school-district","","4384","155","1","0","3100088"
"COLUMBIA FALLS ELEM","MT","Columbia Falls","","","","","","no specific 1:1 program details found online for Columbia Falls Elementary district","https://www.cfmtschools.net/","","4385","155","1","0","3007110"
"CHIPPEWA HILLS SCHOOL DISTRICT","MI","Remus","","","Y","","Chromebook","district uses HP and Lenovo Chromebooks; specific 1:1 take-home program details not confirmed","https://www.chsd.us/page/technology","","4386","155","1","0","2609560"
"RSU 19","ME","Newport","","","","","","no specific 1:1 program details found for RSU 19; Maine MLTI program may provide devices to 7-8th graders statewide","https://www.rsu19.org/","","4387","155","1","0","2314785"
"RSU 11/MSAD 11","ME","Gardiner","","","","","","no specific 1:1 device program details found online for RSU 11/MSAD 11","https://www.msad11.org/","","4388","155","1","0","2310590"
"BRUNSWICK PUBLIC SCHOOLS","ME","Brunswick","","","Y","7-8","Laptop","Maine MLTI program provides MacBook Air laptops to 7th and 8th grade students; district participates","http://www.brunswick.k12.me.us/bjh/technology/mlti/","","4389","155","1","0","2303780"
"NEWPORT INDEPENDENT","KY","Newport","","","","","","no specific 1:1 device program details found online for Newport Independent Schools","https://www.newportwildcats.org/","","4390","155","1","0","2104440"
"BATH COUNTY","KY","Owingsville","","","Y","","Chromebook","district has Chromebook user agreements and technology repair fees indicating Chromebook student program","https://www.bath.k12.ky.us/district-departments/technology","","4391","155","1","0","2100330"
"SOUTH HOLLAND SD 151","IL","South Holland","","","Y","PK-8","Mixed","1:1 initiative assigns each PK-8 student an iPad or HP Stream 11 Laptop with T-Mobile hotspot","https://www.shsd151.org/departments/information-technology/11-learning-initiative/","","4392","155","1","0","1736750"
"JOHNSBURG CUSD 12","IL","Johnsburg","","","","","","no specific 1:1 device program details found online for Johnsburg CUSD 12","https://www.johnsburg12.org/","","4393","155","1","0","1720490"
"REGIONAL SCHOOL DISTRICT 13","CT","Durham","","","Y","5-12","Chromebook","1:1 Chromebook program for grades 5-12; grade 5 assigned at Strong Middle School and grade 9 at Coginchaug HS","https://www.rsd13ct.org/Our-District/Central-Services/Technology/Chromebook-Program/index.html","","4394","155","1","0","0903535"
"WILSONA ELEMENTARY","CA","Lake Los Angeles","","","","","","no specific 1:1 device program details found online for Wilsona Elementary","https://www.wilsona.org/","","4395","155","1","0","0642810"
"WHEATLAND","CA","Wheatland","","","","","","no specific 1:1 device program details found online for Wheatland School District","https://www.wheatlandsd.com/","","4396","155","1","0","0642330"
"LARKSPUR-CORTE MADERA","CA","Corte Madera","","","Y","3-8","Mixed","district lends iPads and Chromebooks to students grades 3-8; announced device-free start planned for 2026-27","https://lcmschools.org/en-US/technology-00c99692","","4397","155","1","0","0620910"
"MALVERN SCHOOL DISTRICT","AR","Malvern","","","","","","no specific 1:1 device program details found online for Malvern School District","https://www.malvernleopards.org/","","4398","155","1","0","0509240"
"KETCHIKAN GATEWAY BOROUGH SCHOOL DISTRICT","AK","Ketchikan","","","Y","K-12","Chromebook","each student receives a Chromebook cycled from 2nd grade up; Fast Track program uses Apple devices","https://fasttrack.kgbsd.org/en-US/technology-ae98ef2e","","4399","155","1","0","0200150"
"COLVILLE SCHOOL DISTRICT","WA","Colville","","","","","","no specific 1:1 device program details found online for Colville School District","https://www.colsd.org/","","4400","154","1","0","5301630"
"FALLS CHURCH CITY PBLC SCHS","VA","Falls Church","","","Y","K-12","Chromebook","District has a 1:1 Chromebook program managed by Technology Infrastructure Dept; technology plan dates to 2011-2012","https://www.fccps.org/o/fccps/page/instructional-technology-plan","","4401","154","1","0","5101290"
"BELLVILLE ISD","TX","Bellville","","","Y","K-12","Chromebook","District provides Chromebooks to students with a Chromebook Lending Agreement and optional insurance","https://www.bellvilleisd.org/","","4402","154","1","0","4809810"
"HARBOR CREEK SD","PA","Harborcreek","","","Y","K-12","Chromebook","District has a Chromebook Damage Insurance Agreement indicating Chromebook distribution to students","https://www.hcsd.iu5.org/apps/pages/index.jsp?uREC_ID=442190&type=d","","4403","154","1","0","4211490"
"HANOVER AREA SD","PA","Wilkes-Barre","","","Y","","Chromebook","District provides Chromebooks to students; parents can monitor via Securly Home app","https://www.hanoverarea.org/","","4404","154","1","0","4211420"
"BERMUDIAN SPRINGS SD","PA","York Springs","","","Y","K-12","iPad","Every student receives an Apple iPad; high school recognized as Apple Distinguished School","https://www.bermudian.org/services/technology/your-ipad-and-you","","4405","154","1","0","4203450"
"LOGAN ELM LOCAL","OH","Circleville","","","Y","","Chromebook","Each student receives a Google Chromebook for the school year; brought home daily","https://www.loganelmschools.com/Technology.aspx","","4406","154","1","0","3904908"
"ST MARYS CITY","OH","Saint Marys","","","","","","No specific 1:1 launch year found; district website at smriders.net but no device program details in search results","https://www.smriders.net/","","4407","154","1","0","3904472"
"SPRINGFIELD PUBLIC SCHOOLS","NJ","Springfield","","","","","","No specific 1:1 device program details found for Springfield NJ; district website at springfieldschools.com","https://www.springfieldschools.com/","","4408","154","1","0","3415630"
"MAPLE SHADE SCHOOLS","NJ","Maple Shade","","","","","","No specific 1:1 device program details found; district has 4 schools serving ~2439 students","https://www.mapleshade.org/","","4409","154","1","0","3409660"
"CLARK TOWNSHIP PUBLIC SCHOOLS","NJ","Clark","","","","","","Clark Public School District has a Curriculum/Technology page but no specific 1:1 program details found in search results","https://www.clarkschools.org/curriculum_technology_and_assessment","","4410","154","1","0","3403150"
"NEW ULM PUBLIC SCHOOL DISTRICT","MN","New Ulm","","","Y","6-12","Chromebook","District provides 1:1 Chromebooks to middle and high school students for use in school and at home","https://www.newulm.k12.mn.us/student-device-program/","","4411","154","1","0","2723490"
"SWANSEA","MA","Swansea","","","","","","No specific 1:1 device program details found; district website is swanseaschools.org","https://www.swanseaschools.org/","","4412","154","1","0","2511460"
"KENT COUNTY PUBLIC SCHOOLS","MD","Chestertown","","","Y","K-12","Chromebook","District issues Chromebooks to students; also runs a free HP Chromebook program for low-income county households","https://www.kent.k12.md.us/Technology.aspx","","4413","154","1","0","2400450"
"BASEHOR-LINWOOD","KS","Basehor","","","","","","No specific 1:1 device program details found; district website is usd458.org","https://www.usd458.org/","","4414","154","1","0","2003780"
"SALEM COMMUNITY SCHOOLS","IN","Salem","","","","","","No specific 1:1 program details found; district touts state-of-the-art technology but no device rollout specifics found","https://www.salemschools.com/","","4415","154","1","0","1809810"
"NORTH GIBSON SCHOOL CORP","IN","Princeton","","","Y","K-12","Chromebook","District provides Chromebooks to all students under an annual Chromebook Agreement","https://www.ngsc.k12.in.us/chromebook-use/chromebook-user-agreement/file","","4416","154","1","0","1807770"
"CHANNAHON SD 17","IL","Channahon","","","","","","No specific 1:1 device program details found; district serves Pre-K through 8th grade","https://www.csd17.org/","","4417","154","1","0","1709540"
"LAS LOMITAS ELEMENTARY","CA","Atherton","","","Y","K-8","Chromebook","La Entrada School (part of district) has a 1:1 Chromebook Program with published repair costs","https://le.llesd.org/Parent-Resources/11-Chromebook-Program-Repair-Costs/index.html","","4418","154","1","0","0622380"
"HERMOSA BEACH CITY ELEMENTARY","CA","Hermosa Beach","","","","","","No specific 1:1 device program details found; district website is hbcsd.org","https://www.hbcsd.org/","","4419","154","1","0","0617040"
"HAMBURG SCHOOL DISTRICT","AR","Hamburg","","","","","","No specific 1:1 device program details found; district website is hsdlions.org","https://www.hsdlions.org/","","4420","154","1","0","0500042"
"GUNTERSVILLE CITY","AL","Guntersville","","","Y","K-12","Chromebook","G-link program provides 1:1 Chromebook to all students as confirmed on district site","https://sites.google.com/gcboe.net/onetoone/home","","4421","154","1","0","0101690"
"RUTLAND CITY SCHOOL DISTRICT","VT","Rutland","","","","","","No specific 1:1 device program details found; district serves ~1934 students in 6 schools","https://www.rutlandcitypublicschools.org/","","4422","153","1","0","5007050"
"ROYAL ISD","TX","Brookshire","","","","","","District has a Technology Field Book page; no specific 1:1 rollout details found in search results","https://www.royal-isd.net/page/technology-field-book","","4423","153","1","0","4838190"
"ELIZABETHTON","TN","Elizabethton","","","","","","No specific 1:1 device program details found; district serves ~2500 students Pre-K through 12","https://www.ecschools.net/","","4424","153","1","0","4701110"
"WESTERN WAYNE SD","PA","Lake Ariel","","","","","","No specific 1:1 device program details found; VLA students provided computers but general program not confirmed","https://ww3.westernwayne.org/","","4425","153","1","0","4226070"
"TECUMSEH","OK","Tecumseh","","","","","","No specific 1:1 device program details found; district website is tecumseh.k12.ok.us","https://www.tecumseh.k12.ok.us/","","4426","153","1","0","4029610"
"CATOOSA","OK","Catoosa","","","","","","No specific 1:1 program details found for Oklahoma district; district website is catoosaps.net","https://www.catoosaps.net/","","4427","153","1","0","4006870"
"ORANGE CITY","OH","Pepper Pike","2013","","Y","2-12","Chromebook","Moved to 1:1 Chromebook program in 2013 after adopting Google Apps for Education in 2011; grades 2-12 pay annual tech fee","https://www.orangeschools.org/parent-student-resources","","4428","153","1","0","3910016"
"BELLEVUE CITY","OH","Bellevue","","","Y","K-12","Mixed","District has 1:1 initiative with both Chromebooks and MacBooks; tries to expose students to multiple device types","https://www.bellevueschools.org/departments","","4429","153","1","0","3904359"
"RONDOUT VALLEY CENTRAL SCHOOL DISTRICT","NY","Accord","","","Y","5-12","Mixed","Students in grades 5-12 have 1:1 devices; district uses Mac/iPad/Windows/Chrome multi-platform environment","https://www.rondout.k12.ny.us/departments/technology","","4430","153","1","0","3624960"
"CHITTENANGO CENTRAL SCHOOL DISTRICT","NY","Chittenango","","","Y","","iPad","District uses iPads for students with Apple ID tied to school account","https://www.chittenangoschools.org/teacherpage.cfm?teacher=3216","","4431","153","1","0","3607470"
"LAS VEGAS CITY PUBLIC SCHOOLS","NM","Las Vegas","","","","","","No specific 1:1 device program details found; district serves ~1137 students PK-12 in Las Vegas NM","https://www.cybercardinal.com/","","4432","153","1","0","3501530"
"PLEASANT HILL R-III","MO","Pleasant Hill","","","Y","","Chromebook","District has a 1:1 Chromebook program; Chromebooks distributed to high school students each fall with protection plan","https://www.phr3.org/","","4433","153","1","0","2925330"
"RSU 05","ME","Freeport","","","","","","Google Workspace adopted in 2009-2010; no specific confirmed 1:1 device rollout details found in search results","https://www.rsu5.org/technology-in-rsu5","","4434","153","1","0","2314789"
"RSU 01 - LKRSU","ME","Bath","","","Y","K-12","Chromebook","District has 1:1 Chromebooks for every student and instructional staff; expanded from pilot in science dept at Morse High","https://tech.rsu1.org/page/chromebooks/","","4435","153","1","0","2314772"
"GREENCASTLE COMMUNITY SCH CORP","IN","Greencastle","","","","","","No specific 1:1 device program details found; district has modern technology infrastructure but no rollout specifics","https://www.greencastle.k12.in.us/technology","","4436","153","1","0","1803990"
"PROSPECT HEIGHTS SD 23","IL","Prospect Heights","","","Y","K-8","iPad","District uses iPads and MacBook Airs for students; district-issued iPads confirmed during COVID remote learning","https://www.d23.org/","","4437","153","1","0","1732850"
"MOUNT VERNON SD 80","IL","Mount Vernon","","","","","","No specific 1:1 device program details found; district serves ~1445 students PK-8","https://sites.google.com/mtv80.org/public/","","4438","153","1","0","1727340"
"IL VALLEY CENTRAL USD 321","IL","Chillicothe","","","Y","K-12","Chromebook","District completed 1:1 Chromebook rollout for grades 2-12; grades K-1 share at 1:2 ratio","https://www.ivcschools.com/district-information/educational-foundation/one-to-one-technology-intiative","","4439","153","1","0","1719970"
"EVANS COUNTY","GA","Claxton","","","Y","","Mixed","District uses both iPads and Chromebooks for instructional technology; Google Apps for Education deployed","https://www.evans.k12.ga.us/page/instructional-technology","","4440","153","1","0","1302070"
"TEMPLETON UNIFIED","CA","Templeton","","","","","","No specific 1:1 device program details found; district serves ~2350 students TK-12 in San Luis Obispo County","https://www.templetonusd.org/","","4441","153","1","0","0639000"
"ORO GRANDE ELEMENTARY","CA","Oro Grande","","","","","","No specific 1:1 device program details found; district website is orogrande.net","https://www.orogrande.net/","","4442","153","1","0","0628950"
"MONTICELLO SCHOOL DISTRICT","AR","Monticello","","","","","","No specific 1:1 device program details found for Arkansas district; website is billies.org","https://www.billies.org/","","4443","153","1","0","0509840"
"NORTHERN TIOGA SD","PA","Elkland","","","","","","No specific 1:1 device program details found; district website is ntiogasd.org","https://www.ntiogasd.org/","","4444","152","1","0","4217730"
"INDIAN VALLEY LOCAL SCHOOLS","OH","Gnadenhutten","","","Y","K-12","Mixed","District deployed Android tablets for K-2 and uses Google for Education; Google case study confirms district-wide tech initiative","https://edu.google.com/case-studies/indian-valley-local-schools/","","4445","152","1","0","3905028"
"MORGAN LOCAL","OH","McConnelsville","","","Y","K-12","Mixed","Every student at West Elementary has access to Chromebook/iPad/laptop; district uses mixed device approach","https://morganschools.org/elementary/west-elementary","","4446","152","1","0","3904877"
"VERMILION LOCAL","OH","Vermilion","","","Y","K-12","Mixed","Provides laptops to all students in grades 6-12 and iPads for younger grades; district-wide 1:1 initiative confirmed","https://www.vermilionschools.org/","","4447","152","1","0","3904682"
"FOSTORIA CITY","OH","Fostoria","","","Y","","Chromebook","Fostoria Elementary has 1:1 devices for grades 3-6 and shared carts for Pre-K through 2nd grade","https://www.fostoriaschools.org/","","4448","152","1","0","3904399"
"HILLSDALE BOARD OF EDUCATION","NJ","Hillsdale","","","","","","No specific 1:1 device program details found; district has 2 elementary schools and 1 middle school","https://www.hillsdaleschools.com/","","4449","152","1","0","3407260"
"HERMANTOWN PUBLIC SCHOOL DISTRICT","MN","Hermantown","2015","","Y","K-12","Chromebook","PLANIT JORDAN 1:1 initiative launched 2015-2016 with Chromebooks for grades 5-12; now all K-12 have devices","https://mn02210070.schoolwires.net/domain/45","","4450","152","1","0","2713920"
"YALE PUBLIC SCHOOLS","MI","Yale","","","","","","no specific 1:1 launch year found; district website found but no device program details available","https://www.ypsd.us/","","4451","152","1","0","2636600"
"WHITEHALL DISTRICT SCHOOLS","MI","Whitehall","","","","","","no specific 1:1 launch year found; district website exists but no device program details in search results","https://www.whitehallschools.net/","","4452","152","1","0","2636300"
"KELLOGGSVILLE PUBLIC SCHOOLS","MI","Grand Rapids","","","","","","no specific 1:1 launch year found; district website found but no device program details available","https://www.kvilleps.org/","","4453","152","1","0","2620160"
"SCHOOL DISTRICT OF THE CITY OF INKSTER","MI","Inkster","","","","","","district was dissolved in 2013 and absorbed by neighboring districts; no 1:1 program found","https://www.cityofinkstermi.gov/352/Educational-Portal","","4454","152","1","0","2619140"
"RSU 22/MSAD 22","ME","Hampden","","","Y","K-12","Chromebook","district participates in MLTI and has a Chromebook refresh cycle; Chromebook resource page confirmed on district website","https://www.rsu22.us/resources/technology/chromebook","","4455","152","1","0","2310950"
"TRIGG COUNTY","KY","Cadiz","","","","","","no specific 1:1 launch year found; district website found but no device program details in search results","https://www.trigg.kyschools.us/","","4456","152","1","0","2105580"
"BATESVILLE COMMUNITY SCH CORP","IN","Batesville","2014","","Y","K-12","Mixed","1:1 initiative began planning in 2011 and was fully deployed by 2014; K-2 students use iPads and grades 3-12 use MacBook Air laptops","https://batesvilleinschools.com/technology2013/","","4457","152","1","0","1800390"
"CLINTON CUSD 15","IL","Clinton","","","","","","no specific 1:1 launch year found; district website found but no device program details available","https://www.cusd15.org/","","4458","152","1","0","1710440"
"HAMILTON","FL","Jasper","2022","","Y","6-12","Chromebook","district implemented 1:1 Chromebook program for middle school students in 2022-2023 school year; students may take devices home","https://www.hamiltonfl.com/93145_2","","4459","152","1","0","1200720"
"SPEARFISH SCHOOL DISTRICT 40-2","SD","Spearfish","","","Y","6-12","Laptop","Spearfish High School and Middle School confirmed 1:1 laptop programs; replacement cost listed at $685 per laptop; start year not found","https://spearfishshs.ss20.sharpschool.com/parents__students/high_school_1_1_laptop_program","","4460","151","1","0","4666930"
"LOWER MORELAND TOWNSHIP SD","PA","Huntingdon Valley","","","Y","6-12","Chromebook","One2One program provides a Chromebook to every student in grades 6-12; $25 technology fee required; year launched not found","https://www.lmtsd.org/site/default.aspx?PageID=13148","","4461","151","1","0","4214190"
"DERRY AREA SD","PA","Derry","","","","","","no specific 1:1 launch year found; district website found but no device program details in search results","https://www.dasd.us/","","4462","151","1","0","4207560"
"WARRENSVILLE HEIGHTS CITY","OH","Warrensville Heights","","","","","","no specific 1:1 device program details found in search results; district serves K-12 with STEAM curriculum","https://www.warrensville.k12.oh.us/","","4463","151","1","0","3904500"
"SANBORN REGIONAL SCHOOL DISTRICT","NH","Kingston","","","","","","no specific 1:1 launch year found; district website found but no device program details available","https://www.sau17.net/","","4464","151","1","0","3306080"
"OYSTER RIVER COOP SCHOOL DISTRICT","NH","Durham","","","","","","no specific 1:1 launch year found; district website found but no device program details in search results","https://www.orcsd.org/","","4465","151","1","0","3305520"
"ODESSA R-VII","MO","Odessa","","","","","","no specific 1:1 device program found; district website references technology integration but no formal 1:1 launch confirmed","https://www.odessar7.net/","","4466","151","1","0","2923100"
"BLACKSTONE-MILLVILLE","MA","Blackstone","","","","","","no specific 1:1 launch year found; district website found but no device program details available","https://www.bmrsd.net/","","4467","151","1","0","2502715"
"RSU 09/MSAD 09","ME","Farmington","","","Y","K-12","Chromebook","district participates in Maine MLTI program providing 1:1 devices; Chromebook deployment confirmed through MLTI 2.0","https://www.maine.gov/doe/learning/technology/MLTI","","4468","151","1","0","2311880"
"LE MARS COMM SCHOOL DISTRICT","IA","Le Mars","","","Y","3-12","Chromebook","district has 1:1 device access for grades 3-12 using Google Workspace; also has 1500 iPads in inventory per IT department","http://www.lemars.k12.ia.us/?page_id=643","","4469","151","1","0","1916530"
"SOUTH VERMILLION COM SCH CORP","IN","Clinton","","","Y","K-12","iPad","district confirmed 1:1 devices for all students with student iPads noted; technology integrated K-12 using Canvas LMS","https://www.svcs.k12.in.us/technology","","4470","151","1","0","1810590"
"GUNNISON WATERSHED SCHOOL DISTRICT RE1J","CO","Gunnison","2020","","Y","K-12","Chromebook","every student issued a Chromebook or laptop in fall 2020 as part of COVID-era 1:1 expansion","https://www.gunnisonschools.net/departments-services/technology","","4471","151","1","0","0804470"
"WINSLOW UNIFIED DISTRICT","AZ","Winslow","","","","","","no specific 1:1 launch year found; district website found but no device program details in search results","https://www.wusd1.org/","","4472","151","1","0","0409460"
"POQUOSON CITY PBLC SCHS","VA","Poquoson","","","Y","3-12","Chromebook","district confirmed 1:1 Chromebook program; grades 3-5 issued Chromebooks; students confirmed one-to-one with additional computer labs","https://www.poquoson.k12.va.us/departments/technology","","4473","150","1","0","5102980"
"COLCHESTER SCHOOL DISTRICT","VT","Colchester","2016","","Y","6-12","Mixed","Colchester Middle School went 1:1 with Chromebooks in 2016; Colchester High School went 1:1 with laptops in 2016","https://www.csdvt.org/district/departments/technology/technology.php","","4474","150","1","0","5003240"
"CANTON ISD","TX","Canton","","","","","","no specific 1:1 launch year found; district website found but no device program details available","https://www.cantonisd.net/","","4475","150","1","0","4812750"
"HURON SCHOOL DISTRICT 02-2","SD","Huron","","","Y","K-12","Chromebook","district has partnered to offer accidental damage protection for school-owned Chromebook devices; Qustodio safety platform deployed on school-issued devices","https://www.huron.k12.sd.us/","","4476","150","1","0","4635480"
"LEXINGTON 03","SC","Batesburg-Leesville","","","Y","3-12","Chromebook","district is non-BYOD and issues Chromebooks to grades 3-12; all devices configured for district network filtering","https://www.lex3.org/page/technology","","4477","150","1","0","4502760"
"MOUNT PLEASANT AREA SD","PA","Mount Pleasant","","","Y","K-12","Chromebook","district provides Chromebooks to students with loaner program when devices need repair; separate processes for elementary and Jr/Sr high","https://www.mpasd.net/page/chromebook-repair","","4478","150","1","0","4216170"
"LAKE-LEHMAN SD","PA","Lehman","","","","","","no specific 1:1 launch year found; district technology page found but no specific device program details available","https://www.llsd.org/Technology","","4479","150","1","0","4213020"
"VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","NY","Valley Stream","","","","","","no specific 1:1 device program confirmed; district recognizes laptops/Chromebooks/iPads as sufficient learning devices in digital equity survey","https://valleystreamschooldistrict24.org/","","4480","150","1","0","3629460"
"OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT","NY","Owego","","","","","","no specific 1:1 device program found in search results; district uses Canvas LMS K-12 but device distribution not confirmed","https://www.oacsd.org/","","4481","150","1","0","3622170"
"MEXICO CENTRAL SCHOOL DISTRICT","NY","Mexico","","","","","","no specific 1:1 device program details found; district has a technology plan but device deployment specifics not available","https://www.mexicocsd.org/domain/37","","4482","150","1","0","3619170"
"CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","NY","Cheektowaga","","","","","","no specific 1:1 device program found in search results; district website found but technology program details not available","https://www.maryvaleufsd.org/","","4483","150","1","0","3618600"
"LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","NY","Youngstown","","","Y","K-12","Mixed","K-2 students have iPads and grades 3-12 assigned 2-in-1 touchscreen Chromebooks; all rooms have 75-inch interactive displays","https://ny19000328.schoolwires.net/domain/18","","4484","150","1","0","3617190"
"DUNKIRK CITY SCHOOL DISTRICT","NY","Dunkirk","","","Y","K-12","","district has begun aggressive program to move to 1:1 computing for all students; two tech integrators support elementary and secondary levels","https://www.nysed.gov/edtech/learning-technology-grant-program-overview-dunkirk-city-school-district","","4485","150","1","0","3609420"
"WEST PLAINS R-VII","MO","West Plains","","","Y","9-12","Chromebook","incoming freshman Chromebook distribution confirmed; district uses Chromebooks for high school students","https://www.zizzers.org/","","4486","150","1","0","2931680"
"WESTERN LINE SCHOOL DISTRICT","MS","Avon","","","","","","no specific 1:1 device program found; district website found but no technology program details available","https://www.westernline.org/","","4487","150","1","0","2804680"
"MARSHALL PUBLIC SCHOOL DISTRICT","MN","Marshall","","","Y","K-12","Mixed","district has 1:1 program; K-2 use iPads; grades 3-12 use Windows devices; previously used Chromebooks per 2019-20 handbook","https://www.marshall.k12.mn.us/Domain/17","","4488","150","1","0","2718940"
"WEST BRANCH-ROSE CITY AREA SCHOOLS","MI","West Branch","","","","","","no specific 1:1 device program found in search results; district website found but technology program details not available","https://www.wbrc.k12.mi.us/","","4489","150","1","0","2635850"
"COMSTOCK PUBLIC SCHOOLS","MI","Kalamazoo","","","Y","K-12","Chromebook","Comstock Elementary confirmed as true 1:1 Chromebook environment for all grades; Virtual Academy also provides Chromebooks to all students","https://www.comstockps.org/Schools/ces","","4490","150","1","0","2610590"
"WINTHROP","MA","Winthrop","","","","","","no specific 1:1 device program found in search results; district has a technology plan but device program details not available","https://www.winthropschools.org/resources/general-resources/technology","","4491","150","1","0","2513170"
"IPSWICH","MA","Ipswich","","","","","","no specific 1:1 device program found in search results; district website found but no device program details available","https://www.ipsk12.net/","","4492","150","1","0","2506480"
"MOUNT PLEASANT COMM SCHOOL DISTRICT","IA","Mount Pleasant","","","Y","6-12","Chromebook","students in grades 6-12 assigned Chromebooks requiring signed parent responsibility form; year launched not found","https://mtpcsd.org/","","4493","150","1","0","1919890"
"TIPPECANOE VALLEY SCHOOL CORP","IN","Akron","","","Y","K-12","","district has a 1:1 device protection plan approved by school board in 2017; insurance fee of $35/year noted; device type not specified","https://www.tvsc.k12.in.us/","","4494","150","1","0","1811370"
"HOLBROOK UNIFIED DISTRICT","AZ","Holbrook","","","","","","no specific 1:1 device program found in search results; district website found but no technology program details available","https://www.holbrook.k12.az.us/","","4495","150","1","0","0403820"
"NORTHWEST ARCTIC BOROUGH SCHOOL DISTRICT","AK","Kotzebue","","","","","","no specific 1:1 device program found; district has a technology department page but specific device deployment details not available","https://www.nwarctic.org/departments_programs/technology","","4496","150","1","0","0200625"
"WILCOX COUNTY","AL","Camden","","","","","","J.E. Hobbs Elementary received 2016 Apple grant with iPads for all students; no confirmed district-wide 1:1 program found","http://www.bentleygov.org/newsroom/2016/10/governor-bentley-announces-wilcox-county-elementary-school-awarded-apple-technology-grant/index.html","","4497","150","1","0","0103510"
"RANDOLPH COUNTY","AL","Wedowee","","","Y","K-12","Chromebook","students issued Chromebooks at Randolph County High School; district created a roadmap to lower device-to-student ratio; Chromebooks used for digital assignments","https://randolph.k12.al.us/apps/pages/index.jsp?type=d&uREC_ID=354843","","4498","150","1","0","0102820"
"CARBON COUNTY SCHOOL DISTRICT #1","WY","Rawlins","","","","","","district offers BYOD wifi for non-district devices including iPads and Chromebooks; no confirmed district-wide 1:1 rollout found","https://www.crb1.net/departments/technology/carbon1-wifi-for-byod-non-district-devices","","4499","149","1","0","5601030"
"RHINELANDER SCHOOL DISTRICT","WI","Rhinelander","","","Y","6-12","Chromebook","district uses Chromebooks for students; board recently approved purchase of 560 Chromebooks; high school students required to bring charged Chromebooks daily","https://citizenportal.ai/articles/7886676/wisconsin/school-districts/rhinelander-school-district/rhinelander-school-board-approves-payments-chromebooks-facility-repairs-and-multiple-policy-actions","","4500","149","1","0","5512720"
"MARINETTE SCHOOL DISTRICT","WI","Marinette","","","Y","1-12","Chromebook","district provides every student in grades 1-12 with a Chromebook under a 1:1 computing model","https://www.marinette.k12.wi.us/InformationTechnology.aspx","","4501","149","1","0","5508700"
"ASHLAND SCHOOL DISTRICT","WI","Ashland","","","Y","K-12","Chromebook","district has a 1:1 student technology program with Chromebooks per handbook and technology pages","https://www.ashland.k12.wi.us/cms/lib/WI01919643/Centricity/Domain/23/1%201%20Technology%20Handbook%202022%2023%20SY%20FINAL.pdf","","4502","149","1","0","5500510"
"DIERINGER SCHOOL DISTRICT","WA","Lake Tapps","","","Y","K-8","Laptop","district provides laptops for all students funded through a four-year tech levy","https://www.dieringer.wednet.edu/departments/technology","","4503","149","1","0","5302130"
"NELSON CO PBLC SCHS","VA","Lovingston","","","Y","K-12","Chromebook","district issues Chromebooks to grades 6-12 and netbooks to elementary students in a 1:1 program","https://www.nelson.k12.va.us/","","4504","149","1","0","5102580"
"SOUTH PARK SD","PA","South Park","2016","","Y","3-12","Chromebook","board approved Chromebook 1:1 program in June 2016 for grades 3-12 including take-home use","https://southpark.ss10.sharpschool.com/students/chromebook_program","","4505","149","1","0","4222060"
